ImageFile,Position,PositionCue,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Invalid_Condition_Right.started,Fixation_Point.started,key_resp.started,Cue.started,Cue.stopped,New_Stimulus.started,New_Stimulus.stopped,text.started,Fixation_Point.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
New Gabor Patches/Gabor_0.png,"(-100, 100)","(65, 40)",0,0,0,0,0,0,0,0.04099709998990875,,0.03139299999747891,0.04099709998990875,0.04099709998990875,1.01425890000246,1.0647452999983216,1.1142748999991454,1.216144499994698,1.4149859000026481,1.4491670999996131,,,,,,,,
