ImageFile,Position,PositionCue,Opacity,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Invalid_Condition_Right.started,Fixation_Point.started,Key_resp.started,Cue.started,Cue.stopped,Time.started,Fixation_Point.stopped,Text.started,Time.stopped,New_Stimulus.started,New_Stimulus.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
New Gabor Patches/Gabor_0.png,"(-100, 100)","(65, 40)",1,0,0,0,0,0,0,0,0.21300324995536357,,0.14566187496529892,0.21300324995536357,0.21300324995536357,0.9973797499551438,1.2074566669762135,1.2074566669762135,1.221074332948774,1.4114795829518698,1.659865124966018,1.659865124966018,1.659865124966018,,,,,,,,
