ImageFile,Position,PositionCue,Opacity,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Invalid_Condition_Right.started,Fixation_Point.started,Key_resp.started,Cue.started,Fixation_Point.stopped,Cue.stopped,Time.started,Text.started,Time.stopped,New_Stimulus.started,New_Stimulus.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
New Gabor Patches/Gabor_0.png,"(-100, 100)","(65, 40)",1,0,0,0,0,0,0,0,0.19124616699991748,,0.18398000003071502,0.19124616699991748,0.19124616699991748,0.9956012920010835,1.188109832990449,1.1942395000369288,1.1942395000369288,1.4099021670408547,1.6378492920193821,1.6440278330119327,1.6440278330119327,,,,,,,,
