ImageFile,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Invalid_Condition_Right.started,Fixation_Point.started,key_resp.started,Cue.started,Cue.stopped,New_Stimulus.started,New_Stimulus.stopped,text.started,Fixation_Point.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
New Gabor Patches/Gabor_0.png,0,0,0,0,0,0,0,0.023324499999944237,,0.012964600000486826,0.023324499999944237,0.023324499999944237,1.0063958999999159,1.0564825000001292,1.1069184000007226,1.2068803000001935,1.4059116000007634,1.4234362000006513,,,,,,,,
