ImageFile,Position,PositionCue,Opacity,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Invalid_Condition_Right.started,Fixation_Point.started,key_resp.started,Cue.started,Cue.stopped,New_Stimulus.started,New_Stimulus.stopped,text.started,Fixation_Point.stopped,Invalid_Condition_Right.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
New Gabor Patches/Gabor_0.png,"(-100, 100)","(65, 40)",1,0,0,0,u,0,2.545718000008492,None,0,0,0,0,0.0502608000242617,,0.022338600014336407,0.0502608000242617,0.0502608000242617,1.0272345000121277,1.0765021000115667,1.126336400018772,1.2419060000102036,1.4413884000096004,1.4761335000221152,2.6811912000121083,u,0,2.545718000008492,None,833337,001,2024-10-11_15h41.23.168,6_9_2024_Invalid_Condition_Right,2024.2.1post4,None,2024-10-11 15h42.02.695646 -0400,
New Gabor Patches/Gabor_90.png,"(100, 100)","(-65, 40)",0.5,1,1,0,,,,,0,1,1,1,2.70781610000995,,2.6882280000136234,2.70781610000995,2.70781610000995,3.693417100002989,3.757621199998539,3.8094907000195235,3.924842400010675,4.093887300026836,4.124881299998378,,,,,,,,,,,,,
