ImageFile,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Invalid_Condition_Right.started,Fixation_Point.started,key_resp.started,Cue.started,Cue.stopped,New_Stimulus.started,New_Stimulus.stopped,text.started,Fixation_Point.stopped,Invalid_Condition_Right.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
New Gabor Patches/Gabor_0.png,0,0,0,u,0,2.3988198999995802,None,0,0,0,0,0.021563599999353755,,0.00894719999996596,0.021563599999353755,0.021563599999353755,1.0048808999999892,1.0547021000002132,1.105960499999128,1.2053135999994993,1.4051404999991064,1.4224846999986767,2.424076799999966,u,0,2.3988198999995802,None,772660,001,2024-09-12_14h38.44.457,6_9_2024_Invalid_Condition_Right,2024.2.1post4,59.89325823468511,2024-09-12 14h38.47.698203 -0400,
New Gabor Patches/Gabor_90.png,1,1,0,,,,,0,1,1,1,2.4383939999988797,,2.4250740999996196,2.4383939999988797,2.4383939999988797,3.439039499999126,3.4877419999993435,3.5384087000002182,3.638997299998664,3.8382265999989613,3.8382265999989613,,,,,,,,,,,,,
