ImageFile,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Invalid_Condition_Right.started,Fixation_Point.started,key_resp.started,Cue.started,Cue.stopped,Stimulus.started,New_Stimulus.started,Stimulus.stopped,New_Stimulus.stopped,text.started,Fixation_Point.stopped,Invalid_Condition_Right.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
New Gabor Patches/Gabor_90.png,0,0,0,u,0,5.844038100000034,None,0,0,0,1,0.015393199999380158,,0.008361099999092403,0.015393199999380158,0.015393199999380158,0.9996943000005558,1.0498630000001867,1.099160399999164,1.099160399999164,1.2168777999995655,1.2168777999995655,1.3997794999995676,1.4153721000002406,5.8689971000003425,u,0,5.844038100000034,None,989955,001,2024-09-12_14h34.56.497,6_9_2024_Invalid_Condition_Right,2024.2.1post4,59.499513888982285,2024-09-12 14h34.59.955582 -0400,
New Gabor Patches/Gabor_0.png,1,1,0,,,,,0,1,1,0,5.882736699999441,,5.869978799999444,5.882736699999441,5.882736699999441,6.882907900000646,6.932485900000756,6.983006099999329,6.983006099999329,7.083485400000427,7.083485400000427,7.282887299999857,7.282887299999857,,,,,,,,,,,,,
