ImageFile,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Invalid_Condition_Right.started,Fixation_Point.started,key_resp.started,Cue.started,Cue.stopped,Stimulus.started,New_Stimulus.started,Stimulus.stopped,New_Stimulus.stopped,text.started,Fixation_Point.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
New Gabor Patches/Gabor_0.png,0,0,0,0,0,0,0,0.012847699999838369,,0.009932400000252528,0.012847699999838369,0.012847699999838369,1.0102785999988555,1.0598128999990877,1.1100802999990265,1.1100802999990265,1.2108024999997724,1.2108024999997724,1.410515999999916,1.4274342999997316,,,,,,,,
