ImageFile,Position,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Invalid_Condition_Right.started,Fixation_Point.started,key_resp.started,Cue.started,Cue.stopped,New_Stimulus.started,New_Stimulus.stopped,text.started,Fixation_Point.stopped,Invalid_Condition_Right.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
New Gabor Patches/Gabor_0.png,"(-100, 100)",0,0,0,u,0,2.290248799999972,None,0,0,0,0,0.011701199999151868,,0.008888099999239785,0.011701199999151868,0.011701199999151868,1.0038834000006318,1.0537979999990057,1.1038778000001912,1.2037959999997838,1.4040200999988883,1.4206058999989182,2.309075799999846,u,0,2.290248799999972,None,235430,001,2024-09-12_15h07.08.343,6_9_2024_Invalid_Condition_Right,2024.2.1post4,60.05850899969804,2024-09-12 15h07.11.598540 -0400,
New Gabor Patches/Gabor_90.png,"(100, 100)",1,1,0,u,0,1.9322169000006397,None,0,1,1,1,2.320509099999981,,2.3109370000001945,2.320509099999981,2.320509099999981,3.320356599999286,3.3703540000005887,3.420317199999772,3.520670500000051,3.7202672000003076,3.7202672000003076,4.25559500000054,u,0,1.9322169000006397,None,235430,001,2024-09-12_15h07.08.343,6_9_2024_Invalid_Condition_Right,2024.2.1post4,60.05850899969804,2024-09-12 15h07.11.598540 -0400,
New Gabor Patches/Gabor_90.png,"(100, 100)",2,0,1,u,0,1.798684699999285,None,1,0,2,1,4.2703213000004325,,4.257961600000272,4.2703213000004325,4.2703213000004325,5.270405199999004,5.320697699999073,5.370366199998898,5.470278299999336,5.670671599998968,5.670671599998968,6.072208899999168,u,0,1.798684699999285,None,235430,001,2024-09-12_15h07.08.343,6_9_2024_Invalid_Condition_Right,2024.2.1post4,60.05850899969804,2024-09-12 15h07.11.598540 -0400,
New Gabor Patches/Gabor_0.png,"(-100, 100)",3,1,1,,,,,1,1,3,0,6.087092399999165,,6.074961000000258,6.087092399999165,6.087092399999165,7.087091600000349,7.137148199999501,7.18714799999907,7.286836199999016,7.48706619999939,7.48706619999939,,,,,,,,,,,,,
