ImageFile,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Invalid_Condition_Right.started,Fixation_Point.started,key_resp.started,New_Stimulus.started,Cue.started,New_Stimulus.stopped,Cue.stopped,Stimulus.started,Stimulus.stopped,text.started,Fixation_Point.stopped,Invalid_Condition_Right.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
New Gabor Patches/Gabor_90.png,0,0,0,u,0,3.4488932000003842,None,0,0,0,1,0.02171939999971073,,0.011969600000156788,0.02171939999971073,0.02171939999971073,0.02171939999971073,1.0056760999996186,1.0219254000003275,1.0554210000009334,1.105587199999718,1.2054066000000603,1.4053053000006912,1.4221355999998195,3.4769362000006367,u,0,3.4488932000003842,None,581176,001,2024-09-12_14h28.48.574,6_9_2024_Invalid_Condition_Right,2024.2.1post4,59.99336473353484,2024-09-12 14h28.51.833208 -0400,
New Gabor Patches/Gabor_0.png,1,1,0,u,0,2.0304454999986774,None,0,1,1,0,3.492462700000033,,3.489282300000923,3.492462700000033,3.492462700000033,3.492462700000033,4.4890247000003,4.505407599999671,4.538437999999587,4.588502000000517,4.688652299999376,4.888821900000039,4.905276800000138,5.54031870000108,u,0,2.0304454999986774,None,581176,001,2024-09-12_14h28.48.574,6_9_2024_Invalid_Condition_Right,2024.2.1post4,59.99336473353484,2024-09-12 14h28.51.833208 -0400,
New Gabor Patches/Gabor_0.png,2,0,1,u,0,1.4461477999993804,None,1,0,2,0,5.5558307000010245,,5.542456400000447,5.5558307000010245,5.5558307000010245,5.5558307000010245,6.555419899999833,6.555419899999833,6.605404899999485,6.655247099999542,6.755198799999562,6.955492299999605,6.955492299999605,7.006659900000159,u,0,1.4461477999993804,None,581176,001,2024-09-12_14h28.48.574,6_9_2024_Invalid_Condition_Right,2024.2.1post4,59.99336473353484,2024-09-12 14h28.51.833208 -0400,
New Gabor Patches/Gabor_90.png,3,1,1,u,0,1.5339285999998538,None,1,1,3,1,7.02239069999996,,7.0075660000002244,7.02239069999996,7.02239069999996,7.02239069999996,8.02188550000028,8.02188550000028,8.072071500000675,8.121932600000946,8.221700699999928,8.421943700001066,8.421943700001066,8.573475400000461,u,0,1.5339285999998538,None,581176,001,2024-09-12_14h28.48.574,6_9_2024_Invalid_Condition_Right,2024.2.1post4,59.99336473353484,2024-09-12 14h28.51.833208 -0400,
New Gabor Patches/Gabor_90.png,4,0,2,u,0,1.622766300000876,None,2,0,4,1,8.588767299999745,,8.575488000000405,8.588767299999745,8.588767299999745,8.588767299999745,9.588599700000486,9.588599700000486,9.63857790000111,9.688672800000859,9.788618900000074,9.988578899999993,9.988578899999993,10.223043300000427,u,0,1.622766300000876,None,581176,001,2024-09-12_14h28.48.574,6_9_2024_Invalid_Condition_Right,2024.2.1post4,59.99336473353484,2024-09-12 14h28.51.833208 -0400,
New Gabor Patches/Gabor_0.png,5,1,2,u,0,0.8351677999999083,None,2,1,5,0,10.238835800000743,,10.224688700000115,10.238835800000743,10.238835800000743,10.238835800000743,,,,,,,,11.089530999999624,u,0,0.8351677999999083,None,581176,001,2024-09-12_14h28.48.574,6_9_2024_Invalid_Condition_Right,2024.2.1post4,59.99336473353484,2024-09-12 14h28.51.833208 -0400,
New Gabor Patches/Gabor_90.png,6,0,3,u,0,0.5855853000011848,None,3,0,6,1,11.105613400000948,,11.090496000000712,11.105613400000948,11.105613400000948,11.105613400000948,,,,,,,,11.707167200000185,u,0,0.5855853000011848,None,581176,001,2024-09-12_14h28.48.574,6_9_2024_Invalid_Condition_Right,2024.2.1post4,59.99336473353484,2024-09-12 14h28.51.833208 -0400,
New Gabor Patches/Gabor_0.png,7,1,3,u,0,0.484926600000108,None,3,1,7,0,11.722151100000701,,11.709198900000047,11.722151100000701,11.722151100000701,11.722151100000701,,,,,,,,12.223572599999898,u,0,0.484926600000108,None,581176,001,2024-09-12_14h28.48.574,6_9_2024_Invalid_Condition_Right,2024.2.1post4,59.99336473353484,2024-09-12 14h28.51.833208 -0400,
New Gabor Patches/Gabor_0.png,8,0,4,u,0,0.5418750999997428,None,4,0,8,0,12.238759100000607,,12.224669799999901,12.238759100000607,12.238759100000607,12.238759100000607,,,,,,,,12.790603699999338,u,0,0.5418750999997428,None,581176,001,2024-09-12_14h28.48.574,6_9_2024_Invalid_Condition_Right,2024.2.1post4,59.99336473353484,2024-09-12 14h28.51.833208 -0400,
New Gabor Patches/Gabor_90.png,9,1,4,u,0,0.5381620999996812,None,4,1,9,1,12.805438999999751,,12.792480500000238,12.805438999999751,12.805438999999751,12.805438999999751,,,,,,,,13.357346400000097,u,0,0.5381620999996812,None,581176,001,2024-09-12_14h28.48.574,6_9_2024_Invalid_Condition_Right,2024.2.1post4,59.99336473353484,2024-09-12 14h28.51.833208 -0400,
