ImageFile,Position,PositionCue,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Invalid_Condition_Right.started,Fixation_Point.started,key_resp.started,Cue.started,Cue.stopped,New_Stimulus.started,New_Stimulus.stopped,text.started,Fixation_Point.stopped,Invalid_Condition_Right.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
New Gabor Patches/Gabor_90.png,"(100, 100)","(-65, 40)",0,0,0,u,0,2.8299640000332147,None,0,0,0,1,0.03022329998202622,,0.017362199956551194,0.03022329998202622,0.03022329998202622,1.0125396999064833,1.0649639000184834,1.1132697999710217,1.2130260999547318,1.4124598999042064,1.4468546999851242,2.8681602999567986,u,0,2.8299640000332147,None,465996,001,2024-09-20_15h19.28.883,6_9_2024_Invalid_Condition_Right,2024.2.1post4,59.94061087898314,2024-09-20 15h19.33.522404 -0400,
New Gabor Patches/Gabor_0.png,"(-100, 100)","(65, 40)",1,1,0,u,0,2.1602520999731496,None,0,1,1,0,2.891014799941331,,2.869787000003271,2.891014799941331,2.891014799941331,3.880548999994062,3.930358299985528,3.9826430999673903,4.08214199997019,4.280348100000992,4.2960853999247774,5.063947199960239,u,0,2.1602520999731496,None,465996,001,2024-09-20_15h19.28.883,6_9_2024_Invalid_Condition_Right,2024.2.1post4,59.94061087898314,2024-09-20 15h19.33.522404 -0400,
New Gabor Patches/Gabor_90.png,"(100, 100)","(-65, 40)",2,0,1,u,0,1.8715337000321597,None,1,0,2,1,5.080051099997945,,5.066334799979813,5.080051099997945,5.080051099997945,6.0622143999207765,6.113167400006205,6.16232369991485,6.2626170999137685,6.464123599929735,6.481977199902758,6.963891999912448,u,0,1.8715337000321597,None,465996,001,2024-09-20_15h19.28.883,6_9_2024_Invalid_Condition_Right,2024.2.1post4,59.94061087898314,2024-09-20 15h19.33.522404 -0400,
New Gabor Patches/Gabor_0.png,"(-100, 100)","(65, 40)",3,1,1,u,0,1.8811119999736547,None,1,1,3,0,6.980007899925113,,6.965518199955113,6.980007899925113,6.980007899925113,7.962061599944718,8.013039999990724,8.06236280000303,8.162834099959582,8.379976099939086,8.395584999932908,8.866428899927996,u,0,1.8811119999736547,None,465996,001,2024-09-20_15h19.28.883,6_9_2024_Invalid_Condition_Right,2024.2.1post4,59.94061087898314,2024-09-20 15h19.33.522404 -0400,
New Gabor Patches/Gabor_0.png,"(-100, 100)","(65, 40)",4,0,2,u,0,2.938341800007038,None,2,0,4,0,8.89097569999285,,8.869715199922211,8.89097569999285,8.89097569999285,9.879493999993429,9.928712299908511,9.979908299981616,10.080494099995121,10.279717999976128,10.295261099934578,11.832071500015445,u,0,2.938341800007038,None,465996,001,2024-09-20_15h19.28.883,6_9_2024_Invalid_Condition_Right,2024.2.1post4,59.94061087898314,2024-09-20 15h19.33.522404 -0400,
New Gabor Patches/Gabor_90.png,"(100, 100)","(-65, 40)",5,1,2,u,0,1.923316500033252,None,2,1,5,1,11.846397200017236,,11.834468299988657,11.846397200017236,11.846397200017236,12.847788799903356,12.896437699906528,12.930426899925806,13.046752199996263,13.246399999945424,13.246399999945424,13.783064599963836,u,0,1.923316500033252,None,465996,001,2024-09-20_15h19.28.883,6_9_2024_Invalid_Condition_Right,2024.2.1post4,59.94061087898314,2024-09-20 15h19.33.522404 -0400,
New Gabor Patches/Gabor_0.png,"(-100, 100)","(65, 40)",6,0,3,u,0,1.9676140999654308,None,3,0,6,0,13.796381399966776,,13.785268099978566,13.796381399966776,13.796381399966776,14.796785300015472,14.84702969994396,14.895603699958883,14.997353099985048,15.195675499970093,15.195675499970093,15.781144400010817,u,0,1.9676140999654308,None,465996,001,2024-09-20_15h19.28.883,6_9_2024_Invalid_Condition_Right,2024.2.1post4,59.94061087898314,2024-09-20 15h19.33.522404 -0400,
New Gabor Patches/Gabor_90.png,"(100, 100)","(-65, 40)",7,1,3,u,0,1.6979718001093715,None,3,1,7,1,15.796059699961916,,15.78319059999194,15.796059699961916,15.796059699961916,16.7964503999101,16.848049799911678,16.89622039999813,16.99592939997092,17.182403399958275,17.19585779996123,17.496855599922128,u,0,1.6979718001093715,None,465996,001,2024-09-20_15h19.28.883,6_9_2024_Invalid_Condition_Right,2024.2.1post4,59.94061087898314,2024-09-20 15h19.33.522404 -0400,
New Gabor Patches/Gabor_0.png,"(-100, 100)","(65, 40)",8,0,4,u,0,1.736161999986507,None,4,0,8,0,17.512888199998997,,17.49856729991734,17.512888199998997,17.512888199998997,18.495429800008424,18.54694039991591,18.59606090001762,18.69717529998161,18.89553909993265,18.913642599945888,19.26464979990851,u,0,1.736161999986507,None,465996,001,2024-09-20_15h19.28.883,6_9_2024_Invalid_Condition_Right,2024.2.1post4,59.94061087898314,2024-09-20 15h19.33.522404 -0400,
New Gabor Patches/Gabor_90.png,"(100, 100)","(-65, 40)",9,1,4,u,0,1.7921777000883594,None,4,1,9,1,19.280933399917558,,19.267040899954736,19.280933399917558,19.280933399917558,20.263614199939184,20.31406329991296,20.380488499999046,20.4625063999556,20.665045799920335,20.68244839995168,21.081122800009325,u,0,1.7921777000883594,None,465996,001,2024-09-20_15h19.28.883,6_9_2024_Invalid_Condition_Right,2024.2.1post4,59.94061087898314,2024-09-20 15h19.33.522404 -0400,
New Gabor Patches/Gabor_0.png,"(-100, 100)","(65, 40)",10,0,5,u,0,1.7965306000551209,None,5,0,10,0,21.096865199971944,,21.082960999920033,21.096865199971944,21.096865199971944,22.097679400001653,22.14922859997023,22.195865000016056,22.297510199947283,22.495855399989523,22.495855399989523,22.89743999997154,u,0,1.7965306000551209,None,465996,001,2024-09-20_15h19.28.883,6_9_2024_Invalid_Condition_Right,2024.2.1post4,59.94061087898314,2024-09-20 15h19.33.522404 -0400,
New Gabor Patches/Gabor_90.png,"(100, 100)","(-65, 40)",11,1,5,u,0,1.6090037000831217,None,5,1,11,1,22.913086699903943,,22.89912839990575,22.913086699903943,22.913086699903943,23.896482300013304,23.9476717999205,23.997120399959385,24.09630809992086,24.29569239995908,24.31445609999355,24.53021399991121,u,0,1.6090037000831217,None,465996,001,2024-09-20_15h19.28.883,6_9_2024_Invalid_Condition_Right,2024.2.1post4,59.94061087898314,2024-09-20 15h19.33.522404 -0400,
New Gabor Patches/Gabor_0.png,"(-100, 100)","(65, 40)",12,0,6,u,0,1.6457278999732807,None,6,0,12,0,24.54610169993248,,24.532003999920562,24.54610169993248,24.54610169993248,25.53014940000139,25.58132170001045,25.629153199959546,25.73032209998928,25.929496299941093,25.946724699926563,26.197495799977332,u,0,1.6457278999732807,None,465996,001,2024-09-20_15h19.28.883,6_9_2024_Invalid_Condition_Right,2024.2.1post4,59.94061087898314,2024-09-20 15h19.33.522404 -0400,
New Gabor Patches/Gabor_90.png,"(100, 100)","(-65, 40)",13,1,6,u,0,1.558411900070496,None,6,1,13,1,26.212990999920294,,26.1993344000075,26.212990999920294,26.212990999920294,27.19622879999224,27.246433999971487,27.31320550001692,27.41340879991185,27.613059399998747,27.613059399998747,27.781733499956317,u,0,1.558411900070496,None,465996,001,2024-09-20_15h19.28.883,6_9_2024_Invalid_Condition_Right,2024.2.1post4,59.94061087898314,2024-09-20 15h19.33.522404 -0400,
New Gabor Patches/Gabor_0.png,"(-100, 100)","(65, 40)",14,0,7,u,0,1.7813082000939175,None,7,0,14,0,27.795224500005133,,27.78388359991368,27.795224500005133,27.795224500005133,28.796334499958903,28.84625129995402,28.896257199929096,28.995550199993886,29.196470299968496,29.196470299968496,29.581204899935983,u,0,1.7813082000939175,None,465996,001,2024-09-20_15h19.28.883,6_9_2024_Invalid_Condition_Right,2024.2.1post4,59.94061087898314,2024-09-20 15h19.33.522404 -0400,
New Gabor Patches/Gabor_90.png,"(100, 100)","(-65, 40)",15,1,7,u,0,1.5445964999962598,None,7,1,15,1,29.59536749997642,,29.58308789995499,29.59536749997642,29.59536749997642,30.581192999961786,30.629706399980932,30.697025200002827,30.798867899924517,30.995449099922553,30.995449099922553,31.149813099997118,u,0,1.5445964999962598,None,465996,001,2024-09-20_15h19.28.883,6_9_2024_Invalid_Condition_Right,2024.2.1post4,59.94061087898314,2024-09-20 15h19.33.522404 -0400,
New Gabor Patches/Gabor_90.png,"(100, 100)","(-65, 40)",16,0,8,,,,,8,0,16,1,31.1738183000125,,31.152466799947433,31.1738183000125,31.1738183000125,32.16542289999779,32.2128958000103,32.265290900017135,32.36366989999078,32.563828699989244,32.578990099951625,,,,,,,,,,,,,
